license_no	public_title	public_journal	public_html	public_volume	public_date
101019256	"PRACTICE GUIDELINES FOR THE MANAGEMENT OF INFECTIOUS DISEASES"	"JOURNAL OF CLINICAL INFECTIOUS DISEASE"		"VOL. 32 "	200101
101019256	"THE UNACCEPTABLE COSTS OF THE DISEASES OF POVERTY"	"JOURNAL OF CURR. I.D. REP."		"VOL. 3"	200101
101019303	"Chromosomal DNA restriction endonuclease patterns in B-lactamase-producing Enterococcus faecalis isolates collected from a single hospital over a 7-year period"	"Journal of Clinical Microbiology"		34	199608
101019303	"Comparison of the in-vitro and the in vivo efficacy of FK037, vancomycin, imipenem, and nafcillin against Staphylococcal species"	"Journal of Antimicrobial Chemotherapy"		40	199704
101019303	"Diagnosis and treatment of infections due to Morganella species"	"Antimicrobial Therapy and Vaccines"			199901
101019303	"Diagnosis and treatment of infections due to Proteus species"	"Antimicrobial Therapy and Vaccines"			199901
101019303	"Diagnosis and treatment of infections due to Providencia species"	"Antimicrobial Therapy and Vaccines"			200501
101019303	"Diagnosis and treatment of infections due to Serratia"	"Antimicrobial Therapy and vaccines"			199901
101019303	"Hospital-wide restriction of clindamycin: effect on the incidence of Clostridium difficile-associated diarrhea and cost"	"Annal of Internal Medicine"		128	199806
101019303	"The effect of respirator training on the ability of health care workers to pass a qualitative fit test"	"Infection Control and Hospital Epidemiology"		17	199610
101019411	"Survey Evaluation of the Abuse Potential of Short Acting vs. Long Acting Stimulants in ADHD"	PharmAlert		"Volume 29 No. 3"	200801
101019513	"Contouring of the Calves and Ankles"	"Cosmetic Dermatology"		"May 2001"	200105
101019513	"Lipoplasty of the Calves and Ankles"	"Aesthetic Surgery Journal"		"23, 2 pg. 121-124"	200303
101019513	"Liposuction of the Calves and Ankles"				200107
101019513	"Significance of Staphlococcus Epidermidis Causing Subclinical Infection"	"Plastic and Reconstructive Surgery"		"115, Number 5"	200504
101019513	"Textured Silicone Breast Implants"	"Plastic and Reconstructive Surgery"			200501
101019513	"Textured Silicone Breast Implants"	"Plastic and Reconstructive Surgery"		"110, Number 4, Sept. 15, 2002, pg. 1201-1202."	200209
101019529	"Alternating antipyretics:  Is this an alternative?"	Pediatrics		108(5)	200111
101019529	"Prevention of Kernicterus:  A Lesson From the Past"	Pediatrics		115	200503
101019529	"Results of clinical trials sponsored by for-profit vs. nonprofit entities"	JAMA		290(23)	200312
101019529	"The Art of Auscultation, in ""Readers' Forum"""	"Contemporary Pediatrics"		18(8)	200108
101019529	"Tonsillectomies and Adenotonsillectomies--Will the debate never be over?"	Pediatrics		112(1)	200307
101019796	" Characterization of DNA sequences required for the CcrAB-mediated integration of SCCmec, a Staphylococcus aureus  genomic island"	"J. of Bacteriology"	www.asm.org	194	201201
101019796	". Clinical Significance of 	Staphylococcus lugdunensis isolated from routine cultures"	"Clinical Infectious Diseases"	cid.oxfordjournals.org	51	201010
101019796	"A subset of Staphylococcus aureus strains harboring SCCmec "	"Antimicrob. Agents Chemother"		50	200608
101019796	"An analysis of the genotype and virulence of  Staphylococcus epidermidis isolates from patients with infective endocarditis."	"Infection and Immunity"		76	200811
101019796	"Characterization of the Staphylococcus aureus rRNA methyltransferase encodedby orfX, the gene containing the Staphylococcus aureus SCCmec insertion site. "	"J. Biol. Chem. "		288	201301
101019796	"Gene acquisition at the insertion site for                SCCmec, the genomic island conferring methicillin resistance in Staphylococcus aureus.. "	"J. Bacteriol"		190	200802
101019796	"Roles of CcrA and CcrB in the excision and integration of 	SCCmec, a Staphylococcus aureus genomic island."	"J. Bacteriol"		192	201006
101019796	"Spontaneous deletion of the                methicillin resistance determinant, mecA, partially compensates for the fitness cost                associated with high level vancomycin resistance in Staphylococcus aureus. "	"Antimicrob Agents Chemother"		52	200804
101019796	"Spontaneous SCCmec excision in Staphylococcus aureus nasal carriers"	"J. Clinical Microbiology"	www.asm.org	50	201202
101019823	"Antithrombotic therapy in peripheral arterial occlusive disease. The seventh ACCP conference on antithrombotic and thrombolytic therapy."	Chest		"2004; 126:609S-626S"	200401
101019823	"Cerebrovascular Disease"	"Sebaston Textbook of Surgery, 17th Edition"		2004:1939-1963	200401
101019823	"Management of infected aortic grafts"	"Haimovici's Vascular Surgery"		2003:753-762	200301
101019823	"Ocular findings are poor predictors of carotid disease"	Vascular		"2004; 12(2):S175-S176"	200401
101019823	"Upper Extremity Aneurysms"	"Rutherford's Vascular Surgery, Sixth Edition"		2005:1551-1565	200501
101019886	"Contemporary Pediatrics"				
101019916	"Informed consent,informed refusal, and informed choices"	"American journal of Obstetrics and Gynecology"	mosby.com/ajog	"189, number2"	200308
101020065	"Aberrant bony vasculature associated with activating FGFR mutations accompanying crouzon syndrome"	"J. Craniofacial Surgery"		"15 (3):431-5"	200401
101020065	"Lumbar stenosis: a personal record"	"Journal of Neurousrgery"		"Spine 2004"	200408
101020170	"Feeding Behaviors in Children with Classic Autism"	"Open Journal of Pediatrics"		2	201206
101020170	"Otoscopic Signs of Otitis Media"				201401
101020170	"Tackling ankyloglossia in the office"	"Contemporary Pediatrics"	contemporarypediatrics	25	200801
101020170	"Vision Photo Screening of Infants and Young Children"	"Clinical Pediatrics"		"Accepted for Publication"	201401
101020182	"My Caring Mentors"	"FEDERAL PRACTITIONER"		22	200506
101020264	"do statins cause diabetes or guilt by assiciation"	"Current Op in endocrin  Diabetes"		"April issue, 2014"	201404
101020374	"AAMC Project Implementation Committee: Increasing Women's Leadership in Academic Medicine"	"Academic Medicine"		"77(10) pp1044-1061"	200210
101020374	"Diagnosis of Children with TBI"	"J NeuroRehabilitation"			200110
101020374	"Pediatric Branin Injury Program: Families as Catalysts for Change"	"SAGGI Clinical Deve in Pediatrics"			200105
101020374	"The Future of Women in Medicine"	"VA Medical Quarterly"		Winter	199801
101020456	"Efficacy of enteral nutrition for the treatment of pancreatitis using standard enteral formula"	"Am J Gastroenterol "		101	200601
101020456	"Image of the month. Bourne test, enterovesical fistulas"	Gastroenterology		125	200302
101020456	"Terminal ileal stricture in Crohn’s disease: treatment using a metallic enteral endoprosthesis"	"Diseases of the Colon and Rectum "		48	200505
101020527	"Pediatric Enucleation:  Analysis of volume replacement and long term follow-up"	"Arch. Ophth."		"March 2001"	200103
101020648	"Treatment of bowel obstruction"				201201
101020670	"Addition of Bevacizumab to Bolus Fluorouracil and Leucovorin in First-Line Metastatic Colorectal Cancer: Results of a Randomized Phase II Trial"	"Journal of Clinical Oncology"		23	200506
101020670	"Bevacizmab (A Monoclonal Antibody to Vascular Endothelial Growth Factor) to Prolong Progression-Free Survival in First-Line Colorectal Cancer (CRC) in Subjects Who Are Not Suitable Candidates for First-Line CPT-11. "	ASCO		23	200401
101020670	"Randomized phase III study of 3 irinotecan regimens in 1st line metastatic colorectal cancer (CRC): safety/tolerability of irionotecan + oral capecitabine with or without celecoxib (BICC)"	"Journal of Clinical Oncology"		2006	200601
101021055	"Author or Co-author more than 340 peer-reviewed"				201201
101021183	"too many to list"				200501
101021215	"Stiffness and Limitation of Motion: Prevention and Management.  In Lotke PS, Garino JP (eds)."	"Revision Tltal Knee Arthroplasty"		"Lippincott-Raven Publishers, Philadelphia"	199801
101021215	"Survivorship Analysis of Cementless Meniscal Bearing"	"Total Knee Arthroplasty, CORR 338, "			199701
101021241	"Spheroidal Degeneration of the Cornea, A Clinicopathologic Case Report"	CORNEA		"23, Number 1"	200401
101021243	"90= refereed publications see publications of George E. Marak on line"				201201
101021309	"Role of Monocloanal Antibody in Management of Prostate Adenocarcinoly."	"Journal of Urology"		"Vol. 160"	201401
101021445	"burnout among surgeons"	"annals of surgery"			200909
101021445	"Excision of Benign and Malignant Skin Lesions"	"Operative Techniques in General Surgery"		"September 2002"	200209
101021445	"Operative Techniques in General Surgery-Guest Editor"				200209
101021483	"A number of these, primarily in Medical Education"				200301
101021657	"Ethics in Child and Adolescent Forensic Psychiatry"	"Child and Adolescent Psychiatric Clinics of North America"		"11, no. 4"	200210
101021657	"Juvenile Justice: An Update"	"Adolescent Psychiatry"		25	200011
101021657	"Juvenile Justice?"	"Annals of the American Society for Adolescent Psychiatry"	www.analyticpress.org	28	200401
101021879	"Arterial blood gas analysis during pulmonary artery catheterization; a comparison between two oxygen delivery systems"	"Journal of Clinical Anesthesia "		12	200008
101021879	"Difficult flotation of a pulmonary artery catheter: Echocardiographic diagnosis"	"Journal of Clinical Anesthesia "		13	200105
101021879	"Intraoperative use of platelet-plasmapheresis in vascular surgery"	"Journal of Clinical Anesthesia "		14	200202
101021879	"re-evaluationof renal cell carcimotumourthrombus extension by intraoperative transesophageal echocardiography"	"Journal of Clinical Anesthesia "		14	200004
101021930	"Anal Sphincter Integrity and function influences outcome in rectovaginal fistula repair"	"Dis Colon Rectum"		"41 (9)"	199809
101021930	"Fistula-associated anal adenocarcinoma: good results with aggressive therapy"	"Diseases of the colon and Rectum"		51	200807
101021930	"Meta-analysis of Histopathological Features of Primary Colorectal Cancers that Predict Lymph Node Metastases"	"J Gastrointestinal Surg"	www.ncbi.nlm.nih.gov/pubmed?term=Meta-analysis%20of%20Histopathological%20Features%20of%20Primary%20	"[Epub ahead of print]"	201201
101021930	"Perianal Paget's disease treated with wide excision and gluteal skin flap reconstruction: report of a case and review of the literature"	"Diseases of Colon and Rectum"		51	200812
101021930	"The effect of circumferential tumor location in clinical outcomes of rectal cancer patients treated with total mesorectal excision"	"Diseases of the Colon and Rectum"		48	200512
101021930	"Transanal Endoscopic Microsurgery Resection of Rectal Tumors: Outcomes and Recommendations"	"Diseases of the Colon and Rectum"		53	201001
101021930	"Transanal endoscopic microsurgery versus conventional transanal excision for patients with early rectal cancer"	"Annals of Surgery"		249	200905
101021936	"none in past 5 years"				200101
101021950	"A New Method to Examine Fetal Mortality in a Regionalized System of Perinatal Care"	"Maternal and Child Health Journal"		2	199809
101021950	"AB Incompatibility: May have neonatal consequence"	"Neonatal Intensive Care"		10	199707
101021950	"Associations between early and periodic screening, diagnosis, and treatment and health outcomes among Medicaid insured infants in South Carolina"	"Journal of Pediatrics"		151:414-418	200705
101021950	"Infant health care costs for Medicaid-insured infants in South Carolina enrolled in three insurance plans from birth to 24 months"	"Journal of the South Carolina Medical Association"		103;194-197	201201
101021950	"Infant health outcomes differ notably among Medicaid insurance models: Evidence of a successful case management program in South Carolina Carolina"	"Journal of the South Carolina Medical Association"		103:104-197	200710
101021950	"Our Expanding South Carolina Medicaid Managed-Care Program"	"Journal of the South Carolina Medical Association"		95	199907
101021957	"Herpes gestationis"	"Griffith's 5-Minute Clinical Consult 2005"		"Philadelphia, Lippincott Williams and Wilkins, 2005:498-499"	200501
101021957	"Herpes simplex"	"Griffith's 5-Minute Clinical Consult 2005"		"Philadelphia, Lippincott Williams and Wilkins, 2005:500-501"	200501
101021957	"Herpes simplex infection"	"Saunders Manual of Medical Practice"		"Philadelphia, WB Saunders, 2000: 1241-1243"	200001
101021957	"Herpes zoster infection"	"Saunders Manual of Medical Practice"		"Philadelphia, WB Saunders Company, 2000:1244-1246"	200001
101021976	"Improving the Standard of Care for Patients with Psoriasis"	"Managed Care"		"2003; 12(5) 18-20"	200312
101021976	"Managing Isotretinoin Risk"	"Skin and Allergy News"		"2004; 35(4) 16"	200401
101021976	"Practical Guidelines for the use of Efalizumab for psoriasis"	"N. American Pharmacotherapy"		"2004 (2)1-4"	200402
101021976	"Psoriasis in Pregnancy"	JEADV		"2004l 18(Suppl 2); 91"	200401
101021976	"The Age of Biologics; We've Never Seen Anything Like This. "	"Managed Care"		"2003: 12 (5), 1"	200301
101022013	"Parental bonding styles in relation to adloescents males', runaway behavior"	"The Family Journal: Counseling and Therapy for Couples and Families"		"18(1): 18-23"	201001
101022063	"Religious Discrimination in the Selection of Medical Students:  A Case Study"	"Issues in Law and Medicine"		11(4)	199601
101022063	"The Healing Profession Needs Healers:  The Crisis in Medical Education"	"Issues in Law and Medicine"		"15 (2)"	199909
101022091	"Activity and regulation of Na+-HCO3- cotransporter in immortalized spontaneously hypertensive rat and Wistar-Kyoto rat proximal tubular epithelial cells."	Hypertension	hyper.ahajournals.org	49	200705
101022091	"Differential D1 and D5 receptor regulation and degradation of the angiotensin type 1 receptor."	Hypertension	hyper.ahajournals.org	51	200802
101022091	"Dopamine 5 receptor mediates Ang II type 1 receptor degradation via a ubiquitin-proteasome pathway in mice and human cells."	"Journal of Clinical Investigation"	www.jci.org	118	200806
101022091	"Lipid rafts keep NADPH oxidase in the inactive state in human renal proximal tubule cells."	Hypertension.	hyper.ahajournals.org	51	200802
101022091	"Oxidative stress and alpha1-adrenoceptor-mediated stimulation of the Cl-/HCO3- exchanger in immortalized SHR proximal tubular epithelial cells."	"British Journal of Pharmacology"	www.nature.com/bjp	153	200804
101022091	"Reactive oxygen species-dependent hypertension in dopamine D2 receptor-deficient mice."	Hypertension	hyper.ahajournals.org	49	200703
101022091	"Renal D3 dopamine receptor stimulation induces natriuresis by endothelin B receptor interactions."	"Kidney International"	www.nature.com/ki/journal/	74	200809
101022091	"Response gene to complement 32, a novel regulator for transforming growth factor-beta-induced smooth muscle differentiation of neural crest cells."	"Journal of Biological Chemistry"	www.jbc.org	282	200704
101022091	"Salt Sensitivity of blood pressure is associated with polymorphisms in the sodium-bicarbonate cotransporter"	Hypertension	americanheart.org	60	201211
101022091	"The elevated blood pressure of human GRK4gamma A142V transgenic mice is not associated with increased ROS production."	"American Journal of Physiology Heart Circ Physiol."	ajpheart.physiology.org	292	200705
101022175	"Challenges and opportunities for C/L psychiatry in the managed care environment"	Psychosomatics		38(1):70	199701
101022529	"Clinical Practice Parameters for hemodynamic support of pediatric and neonatal patients in septic shock"	"Critical Care Medicine "		2002;30:1356-1378	200207
101022641	"Changes in the electroretinogram resulting from discontinuation of vigabatrin in children"	"Documenta Ophthalmologica"		"107: 299-309"	200303
101022641	"Complications of invasive subdural grid monitoring in children with epilepsy. "	"Journal of Neurosurgery"		"98: 1017-1026"	200305
101022641	"Cortical Reorganization After Modified Constraint-Induced Movement Therapy in Pediatric Hemiplegic Cerebral Palsy.  "	"Journal of Child Neurology"		"22: 1281-1287"	200709
101022641	"Determining Language Lateralization in Children:  Comparison of fMRI and Dichotic Listening.  "	"Brain and Cognition"		47:200-203	200104
